message,subject,complaint_text,intent,category
Good work ?? thank you ??,,Good work ?? thank you ??,UnProfessional Behaviour,SERVICE_QUALITY
Special thanks mam ??,,Special thanks mam ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good talk,,Good talk,Wrong,PRODUCT_ISSUE
Wrong items delivered,,Wrong items delivered,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Good job,,Good job,Refund Related Issues,REFUND_REQUEST
Good communication,,Good communication,Return request,REFUND_REQUEST
Price drop hone ke bad   return karange to acha hota,,Price drop hone ke bad return karange to acha hota,Product Specific Information,PRODUCT_ISSUE
But Deliver services is poor,,But Deliver services is poor,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
My hopes only Shopzilla,,My hopes only Shopzilla,UnProfessional Behaviour,SERVICE_QUALITY
Good,,Good,Missing,PRODUCT_ISSUE
"She is very good person solved my problem, you should be  more person like them",,"She is very good person solved my problem, you should be more person like them",Delayed,DELIVERY_SHIPPING_PROBLEM
Bro solved my problem,,Bro solved my problem,Return request,REFUND_REQUEST
Give customer request also,,Give customer request also,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Your Shopzilla logistic person is not at all cooperative and coordinating with me even after requesting him for delivery. Product is already reached to my town since last 3 days. My Vapi town is a small town within 3 km radius, but still product is not reaching to me. I am literally bagging to delivery agent to deliver, but he is not responding. For your information,  I have cancelled my previous order due to delay in delivery. While writing this review finally delivery person came and I got my product delivered now. Thanks a lot.",,"Your Shopzilla logistic person is not at all cooperative and coordinating with me even after requesting him for delivery. Product is already reached to my town since last 3 days. My Vapi town is a small town within 3 km radius, but still product is not reaching to me. I am literally bagging to delivery agent to deliver, but he is not responding. For your information, I have cancelled my previous order due to delay in delivery. While writing this review finally delivery person came and I got my product delivered now. Thanks a lot.",Delayed,DELIVERY_SHIPPING_PROBLEM
Conversation is good but issue is not resolved,,Conversation is good but issue is not resolved,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Refund policy,,Refund policy,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Mujhe nothing 2 ???? ?? i phone 13 ???? ??,,Mujhe nothing 2 ???? ?? i phone 13 ???? ??,Product Specific Information,PRODUCT_ISSUE
Nice,,Nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Was he sleeping while talking calls such a lazy person,,Was he sleeping while talking calls such a lazy person,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Make the invoices available in My orders tab anytime without discrepancies atleast to the period of warranty,,Make the invoices available in My orders tab anytime without discrepancies atleast to the period of warranty,Invoice request,BILLING_PROBLEM
Bh making instant refund,,Bh making instant refund,Fraudulent User,SECURITY_CONCERN
Refund problem,,Refund problem,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Super,,Super,Delayed,DELIVERY_SHIPPING_PROBLEM
Very,,Very,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My problem solvedThinks for help,,My problem solvedThinks for help,Product Specific Information,PRODUCT_ISSUE
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nothing,,Nothing,Fraudulent User,SECURITY_CONCERN
Very good thanku so much,,Very good thanku so much,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
????,,????,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
So sweet,,So sweet,Fraudulent User,SECURITY_CONCERN
Isme product Galat h,,Isme product Galat h,Return request,REFUND_REQUEST
Good talking skills,,Good talking skills,UnProfessional Behaviour,SERVICE_QUALITY
Deliver every product on time,,Deliver every product on time,Delayed,DELIVERY_SHIPPING_PROBLEM
Best information,,Best information,Service Centres Related,SERVICE_QUALITY
Very responded associate,,Very responded associate,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks you,,Thanks you,Delayed,DELIVERY_SHIPPING_PROBLEM
She was very polite and tried her best to help me. Although I know that priority delivery is not possible but still she tried her best. Quality team should check this and give her applause at least. Her effort towards resolving my product was really spectacular and laudable.,,She was very polite and tried her best to help me. Although I know that priority delivery is not possible but still she tried her best. Quality team should check this and give her applause at least. Her effort towards resolving my product was really spectacular and laudable.,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Yes,,Yes,Delayed,DELIVERY_SHIPPING_PROBLEM
All is well,,All is well,Priority delivery,DELIVERY_SHIPPING_PROBLEM
No.,,No.,Installation/demo,PRODUCT_ISSUE
Good support,,Good support,Return request,REFUND_REQUEST
Nice,,Nice,Wrong,PRODUCT_ISSUE
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Wallet related,PAYMENT_TRANSACTION_ISSUE
Very good customer executive,,Very good customer executive,Product Specific Information,PRODUCT_ISSUE
Very poor knowledge and talking sence was about zero completely frustrated to talk to her nonsense,,Very poor knowledge and talking sence was about zero completely frustrated to talk to her nonsense,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Shopzilla manipulating price,,Shopzilla manipulating price,Product Specific Information,PRODUCT_ISSUE
Good ??,,Good ??,Installation/demo,PRODUCT_ISSUE
Perfect,,Perfect,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
good interaction,,good interaction,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
my problem is not getting resolved quickly,,my problem is not getting resolved quickly,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Delayed,DELIVERY_SHIPPING_PROBLEM
My call got disconnected abruptly by the customer care executive.,,My call got disconnected abruptly by the customer care executive.,Return request,REFUND_REQUEST
Very good,,Very good,Installation/demo,PRODUCT_ISSUE
Good best but my amount is not credited my account,,Good best but my amount is not credited my account,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you for executive,,Thank you for executive,Installation/demo,PRODUCT_ISSUE
I am fully satisfied,,I am fully satisfied,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Bye,,Bye,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
3 din ho chuke apki help lete hue koi help nahi mili nahi mujhe mera order   dhanyawan bs whi bar bar mail krdete hai apke sath Hui asuvidha   hame khed hai jald se jald ye resolve   date pe date   h bs haut  .,,3 din ho chuke apki help lete hue koi help nahi mili nahi mujhe mera order dhanyawan bs whi bar bar mail krdete hai apke sath Hui asuvidha hame khed hai jald se jald ye resolve date pe date h bs haut .,Delayed,DELIVERY_SHIPPING_PROBLEM
I want my money back because Shopzilla web discription provided to customer is wrong Shopzilla make customer foolish regarding MRP ON web and MRP is different on your (Shopzilla) delivery product.It means something is wrong with your product,,I want my money back because Shopzilla web discription provided to customer is wrong Shopzilla make customer foolish regarding MRP ON web and MRP is different on your (Shopzilla) delivery product.It means something is wrong with your product,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
online system is good,,online system is good,Refund Related Issues,REFUND_REQUEST
Improve the site for refund directly,,Improve the site for refund directly,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you so much you cleared all my enquiry .??,,Thank you so much you cleared all my enquiry .??,Fraudulent User,SECURITY_CONCERN
Very poor ex,,Very poor ex,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Sir please meri Shopzilla I'd aapne blocked kar di sir please aapse request   meri id unblock kar dijiye  number se I'd thi,,Sir please meri Shopzilla I'd aapne blocked kar di sir please aapse request meri id unblock kar dijiye number se I'd thi,Other Account Related Issues,ACCOUNT_LOGIN_PROBLEM
Hf,,Hf,Refund Enquiry,REFUND_REQUEST
Nice,,Nice,Shopzila Premium Related,SUBSCRIPTION_ISSUE
Yes my dear baat customer service,,Yes my dear baat customer service,Fraudulent User,SECURITY_CONCERN
Thanks for helping colling team,,Thanks for helping colling team,Service Centres Related,SERVICE_QUALITY
Happy,,Happy,Return request,REFUND_REQUEST
Very good,,Very good,Return request,REFUND_REQUEST
Good support customer on Shopzilla,,Good support customer on Shopzilla,Product Specific Information,PRODUCT_ISSUE
Very poor service,,Very poor service,Installation/demo,PRODUCT_ISSUE
Didn't get appropriate resolutions for the promised refund,,Didn't get appropriate resolutions for the promised refund,Other Cashback,PAYMENT_TRANSACTION_ISSUE
Unable to contact your customer care easily,,Unable to contact your customer care easily,Exchange / Replacement,PRODUCT_ISSUE
It was fine. ! more time i need to talk so i will see nexxt time,,It was fine. ! more time i need to talk so i will see nexxt time,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
I wrote so many mails to support to claim warranty but nothing else working,,I wrote so many mails to support to claim warranty but nothing else working,Installation/demo,PRODUCT_ISSUE
Good,,Good,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Not more good,,Not more good,Refund Enquiry,REFUND_REQUEST
"Account Activity Summary

Your recent Google account activity is available for review.",Account Activity Summary,Account Activity Summary Account Activity Summary Your recent Google account activity is available for review.,Informational,OTHER
I am facing a issue from last 10 days but there is no conclusion.,,I am facing a issue from last 10 days but there is no conclusion.,Delayed,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Return request,REFUND_REQUEST
Horrible response in solving my query...absolutely pathetic,,Horrible response in solving my query...absolutely pathetic,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Missing,PRODUCT_ISSUE
"Non returnable products are ordered after knowing that they won't be returnable. But, please deliver what we order. I am ordered Gray color printed vest but I received plain Black color vest that was totally different. How should I handle this.",,"Non returnable products are ordered after knowing that they won't be returnable. But, please deliver what we order. I am ordered Gray color printed vest but I received plain Black color vest that was totally different. How should I handle this.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
The customer executive showed empathy and offered solutions.,,The customer executive showed empathy and offered solutions.,Delayed,DELIVERY_SHIPPING_PROBLEM
Thank you,,Thank you,Other Cashback,PAYMENT_TRANSACTION_ISSUE
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks ??,,Thanks ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very worst customer support,,Very worst customer support,Delayed,DELIVERY_SHIPPING_PROBLEM
Matter resolve nahi  e aap log,,Matter resolve nahi e aap log,Installation/demo,PRODUCT_ISSUE
good,,good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very happy with Shopzilla,,Very happy with Shopzilla,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
"My issue was proclaimed to be solved by the executive , but it isn\u2019t solved yet",,"My issue was proclaimed to be solved by the executive , but it isn\u2019t solved yet",Missing,PRODUCT_ISSUE
Allow for cancellation of order if the customer wants to reorder the product using different payment option to avoid handeling fee.,,Allow for cancellation of order if the customer wants to reorder the product using different payment option to avoid handeling fee.,Not Needed,REFUND_REQUEST
Thanks,,Thanks,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Order Confirmation #45678

Your order has been shipped and will arrive in 3-5 days. Track it in your account.",Order Confirmation #45678,Order Confirmation #45678 Order Confirmation #45678 Your order has been shipped and will arrive in 3-5 days. Track it in your account.,Transactional,OTHER
No,,No,Return request,REFUND_REQUEST
Great execution,,Great execution,Not Needed,REFUND_REQUEST
Your office staff is too good but field worker need to improve like delivery,,Your office staff is too good but field worker need to improve like delivery,Delayed,DELIVERY_SHIPPING_PROBLEM
Excellent,,Excellent,Delayed,DELIVERY_SHIPPING_PROBLEM
Network issue,,Network issue,Refund Related Issues,REFUND_REQUEST
Bery friendly,,Bery friendly,Return request,REFUND_REQUEST
